tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"1,999",4,279.76,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,386",NW,"16,220",0.5400,292.43,125,0.1400,475,0.2600,0.4300,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",19994306473165019386NW
Table 5,"2,010",2,237.22,"31,057","30,647","Charlotte, NC","Cleveland, OH (Metropolitan Area)","20,355",US,"18,240",0.7100,233.07,125,0.0500,450,0.0900,0.1700,"Charlotte, NC(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)",20102310573064720355US
Table 5,"1,996",2,88.45,"33,851","31,123","Oklahoma City, OK","St. Louis, MO","19,393",WN,"6,410",0.2900,77.15,75,0.1100,100,0.8800,0.0000,"Oklahoma City, OK(35.468494, -97.521264)","St. Louis, MO(38.630276, -90.200309)",19962338513112319393WN
Table 5,"2,015",3,320.36,"30,977","33,105","Chicago, IL","Cincinnati, OH","19,977",UA,"6,270",0.1800,304.00,200,0.0600,400,0.0600,0.0100,"Chicago, IL(41.775002, -87.696388)","Cincinnati, OH(39.104427, -84.513808)",20153309773310519977UA
Table 5,"2,006",3,88.63,"32,211","30,436","Las Vegas, NV","Tucson, AZ","19,991",HP,"8,610",0.1300,99.68,75,0.2900,125,0.2000,0.0300,"Las Vegas, NV(36.169202, -115.140597)","Tucson, AZ(35.167852, -103.726151)",20063322113043619991HP
Table 5,"2,011",1,119.96,"34,252","30,559","Pasco/Kennewick/Richland, WA","Seattle, WA","19,930",AS,"13,730",0.9900,120.20,75,0.1200,200,0.1100,0.00291332847778587,"Pasco/Kennewick/Richland, WA(37.123874, -76.391902)","Seattle, WA(47.603229, -122.33028)",20111342523055919930AS
Table 5,"2,013",4,272.68,"30,977","32,070","Chicago, IL","Harrisburg, PA","19,977",UA,"8,770",0.5000,268.05,225,0.2800,375,0.0900,0.0000,"Chicago, IL(41.775002, -87.696388)","Harrisburg, PA(40.259572, -76.881821)",20134309773207019977UA
Table 5,"2,000",2,238.67,"30,721","30,198","Boston, MA (Metropolitan Area)","Pittsburgh, PA","20,355",US,"80,820",0.9200,244.44,75,0.1100,450,0.2000,0.4400,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Pittsburgh, PA(40.442169, -79.994945)",20002307213019820355US
Table 5,"2,006",4,99.76,"32,575","32,457","Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)","19,977",UA,"312,730",0.1500,123.50,75,0.2700,150,0.1300,0.1000,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",20064325753245719977UA
Table 5,"2,007",2,410.50,"30,397","33,105","Atlanta, GA (Metropolitan Area)","Cincinnati, OH","19,790",DL,"16,420",0.8900,429.85,200,0.0900,750,0.0500,0.2400,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Cincinnati, OH(39.104427, -84.513808)",20072303973310519790DL
Table 5,"1,996",1,83.61,"30,977","30,647","Chicago, IL","Cleveland, OH (Metropolitan Area)","19,393",WN,"24,680",0.1700,71.00,75,1.0000,75,1.0000,0.0000,"Chicago, IL(41.775002, -87.696388)","Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)",19961309773064719393WN
Table 5,"2,005",4,90.90,"31,136","32,467","Jacksonville, FL","Miami, FL (Metropolitan Area)","19,393",WN,"61,370",0.8600,87.47,75,0.2600,125,0.2800,0.0000,"Jacksonville, FL(30.325968, -81.65676)","Miami, FL (Metropolitan Area)(44.977479, -93.264346)",20054311363246719393WN
Table 5,"2,004",3,261.89,"31,057","31,295","Charlotte, NC","Detroit, MI","19,386",NW,"11,550",0.5200,278.38,75,0.0500,550,0.0900,0.5100,"Charlotte, NC(35.222936, -80.840161)","Detroit, MI(42.332916, -83.047853)",20043310573129519386NW
Table 5,"1,996",1,74.38,"30,423","32,896","Austin, TX","Lubbock, TX","19,393",WN,"23,150",0.9700,73.83,75,0.6400,100,0.3500,0.0000,"Austin, TX(30.264979, -97.746598)","Lubbock, TX(41.181125, -96.030508)",19961304233289619393WN
Table 5,"1,998",1,240.16,"31,066","34,100","Columbus, OH","Philadelphia, PA","19,991",HP,"5,850",0.1900,209.77,100,0.2000,350,0.1700,0.2300,"Columbus, OH(39.962649, -82.996216)","Philadelphia, PA(39.951061, -75.16562)",19981310663410019991HP
Table 5,"1,999",2,258.20,"31,057","30,529","Charlotte, NC","Hartford, CT","20,355",US,"18,860",0.9100,259.10,75,0.0900,450,0.2200,0.4700,"Charlotte, NC(35.222936, -80.840161)","Hartford, CT(41.765775, -72.673356)",19992310573052920355US
Table 5,"2,004",3,85.71,"30,713","34,057","Boise, ID","Portland, OR","19,930",AS,"24,010",0.4600,96.25,75,0.2800,125,0.3300,0.00957934194085798,"Boise, ID(43.597772, -83.884521)","Portland, OR(45.516018, -122.681425)",20043307133405719930AS
Table 5,"1,997",1,77.43,"30,189","32,211","Colorado Springs, CO","Las Vegas, NV","19,994",QQ,"17,810",0.4200,88.00,75,0.5000,150,0.0800,0.00673778775968557,"Colorado Springs, CO(38.835224, -104.819798)","Las Vegas, NV(36.169202, -115.140597)",19971301893221119994QQ
Table 5,"2,009",3,93.28,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"7,370",0.3900,85.78,75,0.4800,150,0.0600,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20093316383221120368G4
Table 5,"2,004",2,92.27,"31,453","32,448","Houston, TX","Jackson/Vicksburg, MS","19,393",WN,"16,420",0.7100,86.43,75,0.4400,125,0.4200,0.0000,"Houston, TX(29.760803, -95.369506)","Jackson/Vicksburg, MS(30.325968, -81.65676)",20042314533244819393WN
Table 5,"2,004",3,91.67,"30,194","33,214","Dallas/Fort Worth, TX","San Antonio, TX","19,805",AA,"27,730",0.2000,103.97,75,0.3000,150,0.0500,0.0300,"Dallas/Fort Worth, TX(40.11086, -77.035636)","San Antonio, TX(29.425173, -98.494599)",20043301943321419805AA
Table 5,"1,999",3,78.98,"30,194","33,214","Dallas/Fort Worth, TX","San Antonio, TX","19,805",AA,"34,510",0.1800,87.39,75,0.4800,150,0.0600,0.00782381918284555,"Dallas/Fort Worth, TX(40.11086, -77.035636)","San Antonio, TX(29.425173, -98.494599)",19993301943321419805AA
Table 5,"2,015",4,272.86,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)","19,790",DL,"5,210",0.2200,285.77,100,0.0600,375,0.0500,0.3400,"Knoxville, TN(35.962631, -83.916677)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20154354123170319790DL
Table 5,"2,011",2,263.01,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","19,704",CO,"10,890",0.3200,335.95,175,0.1000,650,0.0900,0.2800,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20112330443170319704CO
Table 5,"2,000",1,250.75,"30,325","33,851","Denver, CO","Oklahoma City, OK","19,805",AA,"2,520",0.1500,205.33,100,0.0700,300,0.0600,0.1300,"Denver, CO(39.738453, -104.984853)","Oklahoma City, OK(35.468494, -97.521264)",20001303253385119805AA
Table 5,"2,004",1,223.31,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)","19,790",DL,"6,390",0.4200,203.19,100,0.0700,250,0.0500,0.1700,"Knoxville, TN(35.962631, -83.916677)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20041354123170319790DL
Table 5,"2,000",1,262.65,"31,871","31,703","Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)","19,704",CO,"8,790",0.3400,313.01,125,0.1400,500,0.1600,0.4900,"Greenville/Spartanburg, SC(44.513288, -88.013256)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20001318713170319704CO
Table 5,"1,997",1,260.37,"30,198","31,123","Pittsburgh, PA","St. Louis, MO","20,211",TW,"5,900",0.4900,261.31,125,0.1200,400,0.1600,0.1800,"Pittsburgh, PA(40.442169, -79.994945)","St. Louis, MO(38.630276, -90.200309)",19971301983112320211TW
Table 5,"2,015",2,264.80,"31,995","31,703","Greensboro/High Point, NC","New York City, NY (Metropolitan Area)","19,977",UA,"5,870",0.1300,258.84,100,0.0600,375,0.0600,0.3100,"Greensboro/High Point, NC(36.072701, -79.793899)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20152319953170319977UA
Table 5,"2,004",4,90.86,"34,492","30,852","Raleigh/Durham, NC","Washington, DC (Metropolitan Area)","19,805",AA,"23,470",0.2600,101.66,75,0.2100,150,0.1000,0.0100,"Raleigh/Durham, NC(42.673348, -72.179683)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20044344923085219805AA
Table 5,"2,003",1,296.76,"33,105","31,650","Cincinnati, OH","Minneapolis/St. Paul, MN","19,790",DL,"7,860",0.4600,302.17,125,0.1100,600,0.0600,0.3100,"Cincinnati, OH(39.104427, -84.513808)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20031331053165019790DL
Table 5,"1,997",2,254.93,"32,337","34,100","Indianapolis, IN","Philadelphia, PA","20,355",US,"26,770",0.9000,257.35,125,0.1600,425,0.2100,0.2800,"Indianapolis, IN(39.76845, -86.156212)","Philadelphia, PA(39.951061, -75.16562)",19972323373410020355US
Table 5,"1,997",2,75.06,"32,211","34,570","Las Vegas, NV","Reno, NV","19,994",QQ,"31,930",0.4900,71.22,75,0.6100,125,0.0600,0.00156592546194801,"Las Vegas, NV(36.169202, -115.140597)","Reno, NV(30.177159, -95.162771)",19972322113457019994QQ
Table 5,"2,006",2,225.10,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","19,704",CO,"23,720",0.1300,242.05,125,0.0500,375,0.0700,0.0700,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20062310573170319704CO
Table 5,"1,997",3,221.82,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)","19,977",UA,"2,530",0.1100,217.46,100,0.0900,400,0.0700,0.2600,"Grand Rapids, MI(47.925705, -97.036068)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19973319863170319977UA
Table 5,"1,999",3,243.62,"31,295","30,198","Detroit, MI","Pittsburgh, PA","19,386",NW,"8,500",0.4400,252.20,100,0.0800,325,0.4600,0.5000,"Detroit, MI(42.332916, -83.047853)","Pittsburgh, PA(40.442169, -79.994945)",19993312953019819386NW
Table 5,"2,004",3,234.65,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","20,355",US,"6,470",0.2700,211.47,100,0.0800,300,0.0500,0.2000,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20043331053410020355US
Table 5,"1,996",3,96.61,"30,977","31,066","Chicago, IL","Columbus, OH","19,977",UA,"31,610",0.3300,119.21,75,0.2500,200,0.0700,0.0700,"Chicago, IL(41.775002, -87.696388)","Columbus, OH(39.962649, -82.996216)",19963309773106619977UA
Table 5,"1,996",4,69.29,"33,198","33,851","Kansas City, MO","Oklahoma City, OK","19,393",WN,"26,700",0.9800,67.30,75,0.3800,100,0.6100,0.0000,"Kansas City, MO(39.099792, -94.578559)","Oklahoma City, OK(35.468494, -97.521264)",19964331983385119393WN
Table 5,"2,002",4,79.80,"32,575","30,466","Los Angeles, CA (Metropolitan Area)","Phoenix, AZ","19,393",WN,"284,650",0.6400,76.75,75,0.5200,100,0.4700,0.000421570349552082,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","Phoenix, AZ(30.406931, -87.217578)",20024325753046619393WN
Table 5,"1,997",2,265.30,"30,257","30,977","Albany, NY","Chicago, IL","19,805",AA,"8,290",0.3900,266.67,125,0.1900,575,0.1000,0.3100,"Albany, NY(42.651242, -73.755418)","Chicago, IL(41.775002, -87.696388)",19972302573097719805AA
Table 5,"1,999",2,74.48,"30,279","30,194","Amarillo, TX","Dallas/Fort Worth, TX","19,393",WN,"45,720",0.7300,72.91,75,0.4700,100,0.5100,0.000218722659667542,"Amarillo, TX(35.207009, -101.832013)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19992302793019419393WN
Table 5,"1,996",2,221.04,"31,295","31,703","Detroit, MI","New York City, NY (Metropolitan Area)","19,386",NW,"138,290",0.6900,227.66,100,0.1700,425,0.0900,0.3800,"Detroit, MI(42.332916, -83.047853)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19962312953170319386NW
Table 5,"2,004",3,96.00,"30,977","32,337","Chicago, IL","Indianapolis, IN","19,977",UA,"16,400",0.3600,104.84,75,0.3900,150,0.0700,0.0400,"Chicago, IL(41.775002, -87.696388)","Indianapolis, IN(39.76845, -86.156212)",20043309773233719977UA
Table 5,"1,998",1,300.04,"31,066","31,650","Columbus, OH","Minneapolis/St. Paul, MN","19,386",NW,"13,490",0.8100,309.30,125,0.0500,450,0.3800,0.5000,"Columbus, OH(39.962649, -82.996216)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",19981310663165019386NW
Table 5,"1,998",4,229.90,"32,337","34,100","Indianapolis, IN","Philadelphia, PA","20,355",US,"26,980",0.8200,242.43,100,0.0700,450,0.1800,0.4000,"Indianapolis, IN(39.76845, -86.156212)","Philadelphia, PA(39.951061, -75.16562)",19984323373410020355US
Table 5,"2,000",1,264.19,"31,650","31,123","Minneapolis/St. Paul, MN","St. Louis, MO","20,211",TW,"20,220",0.5000,279.61,100,0.0800,400,0.2200,0.5800,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","St. Louis, MO(38.630276, -90.200309)",20001316503112320211TW
Table 5,"1,996",4,74.23,"33,192","30,559","Sacramento, CA","Seattle, WA","19,930",AS,"40,960",0.5300,84.01,75,0.5300,125,0.2900,0.00048828125,"Sacramento, CA(38.582087, -121.50012)","Seattle, WA(47.603229, -122.33028)",19964331923055919930AS
Table 5,"2,001",4,224.08,"31,295","34,100","Detroit, MI","Philadelphia, PA","19,386",NW,"27,540",0.5500,243.23,100,0.2200,500,0.0900,0.3300,"Detroit, MI(42.332916, -83.047853)","Philadelphia, PA(39.951061, -75.16562)",20014312953410019386NW
Table 5,"2,015",3,320.87,"30,977","34,524","Chicago, IL","Richmond, VA","19,977",UA,"6,600",0.2100,339.44,150,0.0900,550,0.1000,0.3100,"Chicago, IL(41.775002, -87.696388)","Richmond, VA(37.540759, -77.433932)",20153309773452419977UA
Table 5,"2,001",1,220.71,"30,647","30,529","Cleveland, OH (Metropolitan Area)","Hartford, CT","19,704",CO,"8,340",0.5000,277.47,100,0.0700,525,0.1900,0.4100,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Hartford, CT(41.765775, -72.673356)",20011306473052919704CO
Table 5,"2,002",4,74.63,"33,667","30,852","Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)","19,393",WN,"16,740",0.9700,72.02,75,0.4300,100,0.5600,0.0000,"Norfolk, VA (Metropolitan Area)(36.846164, -76.285913)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20024336673085219393WN
Table 5,"2,000",4,255.22,"31,057","33,244","Charlotte, NC","Memphis, TN","20,355",US,"10,380",0.6400,261.52,75,0.0500,500,0.1300,0.4800,"Charlotte, NC(35.222936, -80.840161)","Memphis, TN(35.143378, -90.052136)",20004310573324420355US
Table 5,"1,996",2,261.11,"30,135","30,977","Allentown/Bethlehem/Easton, PA","Chicago, IL","19,977",UA,"10,920",0.8700,256.93,125,0.1500,450,0.0900,0.3100,"Allentown/Bethlehem/Easton, PA(40.602753, -75.469759)","Chicago, IL(41.775002, -87.696388)",19962301353097719977UA
Table 5,"2,009",4,90.30,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"4,530",0.2100,83.16,75,0.5000,175,0.0500,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20094316383221120368G4
Table 5,"2,014",1,333.10,"30,372","32,575","Aspen, CO","Los Angeles, CA (Metropolitan Area)","19,977",UA,"15,900",0.8300,331.04,225,0.2600,325,0.0500,0.0400,"Aspen, CO(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)",20141303723257519977UA
Table 5,"2,003",4,243.79,"31,057","30,693","Charlotte, NC","Nashville, TN","20,355",US,"12,350",0.8600,249.57,100,0.1800,500,0.0700,0.4300,"Charlotte, NC(35.222936, -80.840161)","Nashville, TN(36.166687, -86.779932)",20034310573069320355US
Table 5,"2,001",1,278.89,"30,713","30,325","Boise, ID","Denver, CO","19,977",UA,"8,790",0.6500,310.81,125,0.1400,600,0.0500,0.3800,"Boise, ID(43.597772, -83.884521)","Denver, CO(39.738453, -104.984853)",20011307133032519977UA
Table 5,"2,001",1,219.07,"30,977","30,198","Chicago, IL","Pittsburgh, PA","19,805",AA,"6,250",0.1100,265.35,75,0.0900,500,0.0900,0.5300,"Chicago, IL(41.775002, -87.696388)","Pittsburgh, PA(40.442169, -79.994945)",20011309773019819805AA
Table 5,"1,997",3,236.51,"30,977","30,198","Chicago, IL","Pittsburgh, PA","19,977",UA,"23,060",0.3600,233.94,100,0.1400,375,0.0700,0.4400,"Chicago, IL(41.775002, -87.696388)","Pittsburgh, PA(40.442169, -79.994945)",19973309773019819977UA
Table 5,"2,008",2,346.71,"30,647","34,100","Cleveland, OH (Metropolitan Area)","Philadelphia, PA","19,704",CO,"6,550",0.2900,346.53,225,0.2700,550,0.0500,0.0100,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Philadelphia, PA(39.951061, -75.16562)",20082306473410019704CO
Table 5,"2,000",1,227.45,"31,267","34,100","Dayton, OH","Philadelphia, PA","20,355",US,"11,180",0.8500,231.89,75,0.0700,400,0.2100,0.4800,"Dayton, OH(39.760982, -84.192203)","Philadelphia, PA(39.951061, -75.16562)",20001312673410020355US
Table 5,"1,996",1,72.79,"32,457","30,559","San Francisco, CA (Metropolitan Area)","Seattle, WA","19,930",AS,"169,500",0.5900,68.60,75,0.7800,125,0.0700,0.00212389380530973,"San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)","Seattle, WA(47.603229, -122.33028)",19961324573055919930AS
Table 5,"2,000",1,220.79,"30,397","34,524","Atlanta, GA (Metropolitan Area)","Richmond, VA","19,790",DL,"36,660",0.8700,227.83,100,0.1700,475,0.0800,0.2600,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Richmond, VA(37.540759, -77.433932)",20001303973452419790DL
Table 5,"2,006",2,255.88,"31,650","30,198","Minneapolis/St. Paul, MN","Pittsburgh, PA","19,977",UA,"2,330",0.1000,233.31,150,0.0700,300,0.0500,0.0400,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Pittsburgh, PA(40.442169, -79.994945)",20062316503019819977UA
Table 5,"2,010",4,230.08,"31,650","30,198","Minneapolis/St. Paul, MN","Pittsburgh, PA","19,790",DL,"16,720",0.7100,246.41,150,0.1600,275,0.0600,0.0900,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Pittsburgh, PA(40.442169, -79.994945)",20104316503019819790DL
Table 5,"2,012",1,113.72,"30,713","34,057","Boise, ID","Portland, OR","19,930",AS,"24,720",0.5700,115.66,75,0.2300,175,0.1900,0.00647249190938511,"Boise, ID(43.597772, -83.884521)","Portland, OR(45.516018, -122.681425)",20121307133405719930AS
Table 5,"2,014",1,316.35,"31,295","33,198","Detroit, MI","Kansas City, MO","19,790",DL,"13,690",0.5600,376.22,200,0.0700,575,0.0900,0.0300,"Detroit, MI(42.332916, -83.047853)","Kansas City, MO(39.099792, -94.578559)",20141312953319819790DL
Table 5,"2,001",2,240.24,"31,650","31,123","Minneapolis/St. Paul, MN","St. Louis, MO","19,386",NW,"24,670",0.4600,251.34,100,0.0700,450,0.1000,0.3200,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","St. Louis, MO(38.630276, -90.200309)",20012316503112319386NW
Table 5,"1,999",1,251.28,"30,977","31,995","Chicago, IL","Greensboro/High Point, NC","19,790",DL,"2,700",0.1300,223.75,125,0.0700,500,0.0500,0.1200,"Chicago, IL(41.775002, -87.696388)","Greensboro/High Point, NC(36.072701, -79.793899)",19991309773199519790DL
Table 5,"1,996",4,82.94,"32,575","34,614","Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT","19,790",DL,"138,830",0.7800,80.67,75,0.6300,125,0.1700,0.0100,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","Salt Lake City, UT(40.758478, -111.888142)",19964325753461419790DL
Table 5,"2,006",2,92.64,"30,194","32,896","Dallas/Fort Worth, TX","Lubbock, TX","19,393",WN,"61,240",0.8200,90.42,75,0.3200,125,0.4300,0.000653167864141084,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Lubbock, TX(41.181125, -96.030508)",20062301943289619393WN
Table 5,"2,015",1,302.91,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,790",DL,"4,390",0.1600,261.48,175,0.1300,375,0.0500,0.0200,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20151302553085219790DL
Table 5,"2,008",3,383.08,"31,650","31,123","Minneapolis/St. Paul, MN","St. Louis, MO","19,805",AA,"14,560",0.3700,382.76,225,0.0500,675,0.0600,0.0400,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","St. Louis, MO(38.630276, -90.200309)",20083316503112319805AA
Table 5,"1,996",2,77.07,"30,140","30,466","Albuquerque, NM","Phoenix, AZ","19,393",WN,"43,540",0.7100,76.02,100,1.0000,100,1.0000,0.0000,"Albuquerque, NM(35.084248, -106.649241)","Phoenix, AZ(30.406931, -87.217578)",19962301403046619393WN
Table 5,"1,996",2,93.41,"34,614","32,457","Salt Lake City, UT","San Francisco, CA (Metropolitan Area)","19,393",WN,"43,270",0.3400,71.49,75,0.7000,125,0.1300,0.0000,"Salt Lake City, UT(40.758478, -111.888142)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",19962346143245719393WN
Table 5,"2,010",1,282.23,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)","19,790",DL,"3,430",0.2500,270.92,125,0.1000,475,0.0500,0.2700,"Grand Rapids, MI(47.925705, -97.036068)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20101319863170319790DL
